0,0.157685,1.000000
1,0.331663,0.000000
2,0.084609,0.000000
3,0.083822,0.000000
4,0.348739,0.000000
5,0.231757,0.000000
6,0.692617,1.000000
7,0.130432,0.000000
8,0.064925,0.000000
9,0.415379,1.000000
10,0.075946,0.000000
11,0.060597,0.000000
12,0.623807,1.000000
13,0.112223,0.000000
14,0.236118,0.000000
15,0.514302,1.000000
16,0.396605,1.000000
17,0.061696,0.000000
18,0.214184,0.000000
19,0.702506,1.000000
20,0.388533,1.000000
21,0.474155,1.000000
22,0.212654,0.000000
23,0.089793,0.000000
24,0.304478,1.000000
25,0.217086,1.000000
26,0.190961,0.000000
27,0.061821,0.000000
28,0.082138,0.000000
29,0.353689,1.000000
30,0.091782,0.000000
31,0.089871,0.000000
32,0.362412,1.000000
33,0.210978,0.000000
34,0.164398,0.000000
35,0.489799,1.000000
36,0.177811,0.000000
37,0.144546,0.000000
38,0.042134,0.000000
39,0.089775,0.000000
40,0.100563,0.000000
41,0.557195,1.000000
42,0.574528,1.000000
43,0.213019,0.000000
44,0.304577,0.000000
45,0.099572,0.000000
46,0.305737,0.000000
47,0.057266,0.000000
48,0.666448,1.000000
49,0.093292,0.000000
50,0.181847,0.000000
51,0.595429,1.000000
52,0.420937,1.000000
53,0.144512,0.000000
54,0.247682,0.000000
55,0.187002,0.000000
56,0.100941,0.000000
57,0.473861,1.000000
58,0.312222,1.000000
59,0.060512,0.000000
60,0.444091,1.000000
61,0.128185,0.000000
62,0.760793,1.000000
63,0.335436,0.000000
64,0.186858,0.000000
65,0.553284,1.000000
66,0.206277,0.000000
67,0.227909,0.000000
68,0.045509,0.000000
69,0.287092,0.000000
70,0.234493,0.000000
71,0.217948,0.000000
72,0.127020,0.000000
73,0.197282,0.000000
74,0.585030,1.000000
75,0.254946,0.000000
76,0.187244,0.000000
77,0.501119,1.000000
78,0.144556,0.000000
79,0.096033,0.000000
80,0.710622,1.000000
81,0.093548,0.000000
82,0.098477,0.000000
83,0.070410,0.000000
84,0.141696,0.000000
85,0.152991,0.000000
86,0.447981,1.000000
87,0.096107,0.000000
88,0.782523,1.000000
89,0.303610,1.000000
90,0.229584,0.000000
91,0.055678,0.000000
92,0.238754,0.000000
93,0.173944,0.000000
94,0.366049,0.000000
95,0.331452,0.000000
96,0.301735,0.000000
97,0.066468,0.000000
98,0.281105,0.000000
99,0.213176,0.000000
100,0.183224,0.000000
101,0.130358,0.000000
102,0.062079,0.000000
103,0.255255,1.000000
104,0.104698,0.000000
105,0.183960,0.000000
106,0.200332,0.000000
107,0.384779,1.000000
108,0.100118,0.000000
109,0.271788,1.000000
110,0.547660,1.000000
111,0.226646,0.000000
112,0.238489,0.000000
113,0.455728,1.000000
114,0.596918,1.000000
115,0.400082,1.000000
116,0.095900,0.000000
117,0.617597,1.000000
118,0.052961,0.000000
119,0.198010,0.000000
120,0.712955,1.000000
121,0.162679,0.000000
122,0.080183,0.000000
123,0.172821,0.000000
124,0.195409,0.000000
125,0.111552,0.000000
126,0.327108,1.000000
127,0.065647,0.000000
128,0.081916,0.000000
129,0.394141,1.000000
130,0.217386,1.000000
131,0.452496,1.000000
132,0.175063,0.000000
133,0.325471,1.000000
134,0.552485,1.000000
135,0.512874,1.000000
136,0.149840,0.000000
137,0.125528,0.000000
138,0.152120,0.000000
139,0.563109,1.000000
140,0.681966,1.000000
141,0.733426,1.000000
142,0.463941,1.000000
143,0.502393,1.000000
144,0.607551,1.000000
145,0.409749,1.000000
146,0.122633,0.000000
147,0.396653,1.000000
148,0.249089,0.000000
149,0.313098,0.000000
150,0.048640,0.000000
151,0.188321,0.000000
152,0.061185,0.000000
153,0.104218,0.000000
154,0.227588,0.000000
155,0.354088,0.000000
156,0.335101,0.000000
157,0.631644,1.000000
158,0.086155,0.000000
159,0.127024,0.000000
160,0.089702,0.000000
161,0.445930,1.000000
162,0.744553,1.000000
163,0.041576,0.000000
164,0.461904,1.000000
165,0.116654,0.000000
166,0.052880,0.000000
167,0.159567,0.000000
168,0.166228,0.000000
169,0.390869,1.000000
170,0.250978,0.000000
171,0.131669,0.000000
172,0.076034,0.000000
173,0.667281,1.000000
174,0.097403,0.000000
175,0.275727,1.000000
176,0.066477,0.000000
177,0.144891,0.000000
178,0.101967,0.000000
179,0.322940,0.000000
180,0.079206,0.000000
181,0.351558,1.000000
182,0.805254,1.000000
183,0.045332,0.000000
184,0.343775,0.000000
185,0.399919,0.000000
186,0.097817,0.000000
187,0.036585,0.000000
188,0.153082,0.000000
189,0.131143,0.000000
190,0.266193,0.000000
191,0.750945,1.000000
192,0.107926,0.000000
193,0.380239,1.000000
194,0.048003,0.000000
195,0.776901,1.000000
196,0.449306,1.000000
197,0.787447,1.000000
198,0.101867,0.000000
199,0.630341,1.000000
200,0.336595,1.000000
201,0.101972,0.000000
202,0.094120,0.000000
203,0.049147,0.000000
204,0.508907,1.000000
205,0.195639,0.000000
206,0.077159,0.000000
207,0.042696,0.000000
208,0.113656,0.000000
209,0.169434,0.000000
210,0.086013,0.000000
211,0.228420,0.000000
212,0.239187,0.000000
213,0.797716,1.000000
214,0.358949,1.000000
215,0.093177,0.000000
216,0.581869,1.000000
217,0.715158,1.000000
218,0.148718,0.000000
219,0.146285,0.000000
220,0.172907,0.000000
221,0.132088,1.000000
222,0.379446,0.000000
223,0.351319,0.000000
224,0.282024,1.000000
225,0.096391,0.000000
226,0.471926,1.000000
227,0.096905,0.000000
228,0.172202,0.000000
229,0.314657,0.000000
230,0.239067,0.000000
231,0.059594,0.000000
232,0.101035,0.000000
233,0.125207,0.000000
234,0.221272,0.000000
235,0.207864,0.000000
236,0.134522,0.000000
237,0.132781,0.000000
238,0.454690,0.000000
239,0.096680,0.000000
240,0.370536,1.000000
241,0.074336,0.000000
242,0.273370,0.000000
243,0.587897,1.000000
244,0.382711,0.000000
245,0.214460,0.000000
246,0.428131,1.000000
247,0.041316,0.000000
248,0.630561,1.000000
249,0.445650,1.000000
250,0.141846,0.000000
251,0.377757,0.000000
252,0.153621,0.000000
253,0.527567,1.000000
254,0.268123,0.000000
255,0.195811,0.000000
256,0.271034,0.000000
257,0.057877,0.000000
258,0.656332,1.000000
259,0.584080,1.000000
260,0.181318,1.000000
261,0.070113,0.000000
262,0.335709,1.000000
263,0.193082,0.000000
264,0.180784,0.000000
265,0.407324,1.000000
266,0.046723,0.000000
267,0.183838,0.000000
268,0.250998,0.000000
269,0.625433,1.000000
270,0.205103,1.000000
271,0.091768,0.000000
272,0.134512,0.000000
273,0.062271,0.000000
274,0.157874,0.000000
275,0.069725,0.000000
276,0.143230,0.000000
277,0.121500,0.000000
278,0.355581,0.000000
279,0.612563,1.000000
280,0.254162,1.000000
281,0.284693,0.000000
282,0.090431,0.000000
283,0.458618,0.000000
284,0.613002,1.000000
285,0.214226,0.000000
286,0.213428,0.000000
287,0.762135,1.000000
288,0.345348,0.000000
289,0.291171,1.000000
290,0.075494,0.000000
291,0.358025,1.000000
292,0.112378,0.000000
293,0.378551,1.000000
294,0.179676,0.000000
295,0.363888,0.000000
296,0.124671,0.000000
297,0.213316,0.000000
298,0.209619,0.000000
299,0.122058,0.000000
300,0.230289,1.000000
301,0.202302,1.000000
302,0.124410,0.000000
303,0.062119,0.000000
304,0.600710,1.000000
305,0.082012,0.000000
306,0.110088,0.000000
307,0.158695,0.000000
308,0.179084,0.000000
309,0.241215,0.000000
310,0.135303,0.000000
311,0.153192,0.000000
312,0.054358,0.000000
313,0.174013,0.000000
314,0.085397,0.000000
315,0.098644,0.000000
316,0.591795,1.000000
317,0.497437,1.000000
318,0.165910,0.000000
319,0.668015,1.000000
320,0.068601,0.000000
321,0.043459,0.000000
322,0.145507,0.000000
323,0.085526,0.000000
324,0.091030,0.000000
325,0.069982,0.000000
